HG00621	1	ctg1	HG00621#1#CM087851.1:28412809-33652212
HG00621	2	ctg1	HG00621#2#CM087865.1:28365619-33503852
HG00639	1	ctg1	HG00639#1#CM088540.1:28385584-33628081
HG00639	2	ctg1	HG00639#2#CM088555.1:28389308-33644836
HG00642	1	ctg1	HG00642#1#JBHDST010000009.1:28352295-33459982
HG00642	2	ctg1	HG00642#2#CM086622.1:28408489-33506502
HG00658	1	ctg1	HG00658#1#CM088776.1:28382214-33455895
HG00658	2	ctg1	HG00658#2#CM088798.1:28345511-33527662
HG00673	1	ctg1	HG00673#1#CM089145.1:28380395-33412996
HG00673	2	ctg1	HG00673#2#CM089157.1:28378967-33442230
HG00706	1	ctg1	HG00706#1#CM100016.1:28396497-33554012
HG00706	2	ctg1	HG00706#2#CM100060.1:28411727-33571906
HG00733	1	ctg1	HG00733#1#JAHEPQ020000004.1:28448883-33531506
HG00733	2	ctg1	HG00733#2#JAHEPP020000013.1:28389728-33496160
HG00735	1	ctg1	HG00735#1#CM087879.1:28400157-33626272
HG00735	2	ctg1	HG00735#2#CM087888.1:28407279-33712571
HG00738	1	ctg1	HG00738#1#CM086647.1:28420303-33517291
HG00738	2	ctg1	HG00738#2#CM086684.1:28399019-33553590
HG00741	1	ctg1	HG00741#1#CM087899.1:28395234-33528259
HG00741	2	ctg1	HG00741#2#CM087911.1:28428150-33619756
HG01071	1	ctg1	HG01071#1#CM089116.1:28400399-33605490
HG01071	2	ctg1	HG01071#2#JAHBCE020000004.1:28353469-33512869
HG01074	1	ctg1	HG01074#1#CM088786.1:28385433-33531927
HG01074	2	ctg1	HG01074#2#CM088812.1:28367163-33616085
HG01081	1	ctg1	HG01081#1#CM088567.1:28461361-33570671
HG01081	2	ctg1	HG01081#2#CM088583.1:28313947-33411923
HG01099	1	ctg1	HG01099#1#CM086260.1:28473499-33727222
HG01099	2	ctg1	HG01099#2#CM086271.1:28372897-33623240
HG01106	1	ctg1	HG01106#1#CM087952.1:28365981-33527455
HG01106	2	ctg1	HG01106#2#CM087965.1:28447447-33606093
HG01109	1	ctg1	HG01109#1#CM092087.1:28385979-33527092
HG01109	2	ctg1	HG01109#2#CM092075.1:28375676-33512099
HG01123	1	ctg1	HG01123#1#CM089083.1:28404843-33659990
HG01123	2	ctg1	HG01123#2#CM089098.1:28415807-33563460
HG01150	1	ctg1	HG01150#1#CM088598.1:28377562-33536105
HG01150	2	ctg1	HG01150#2#CM088614.1:28600391-33807062
HG01167	1	ctg1	HG01167#1#CM094528.1:28408993-33550950
HG01167	2	ctg1	HG01167#2#CM094543.1:28383235-33548638
HG01175	1	ctg1	HG01175#1#CM087925.1:28388857-33560219
HG01175	2	ctg1	HG01175#2#CM087940.1:28426263-33594671
HG01192	1	ctg1	HG01192#1#JBHDVI010000008.1:28423245-33497113
HG01192	2	ctg1	HG01192#2#JBHDVJ010000035.1:28425182-33556403
HG01243	1	ctg1	HG01243#1#JAHEOY020000051.1:28395858-33529902
HG01243	2	ctg1	HG01243#2#JAHEOX020000061.1:28429017-33652180
HG01252	1	ctg1	HG01252#1#CM088824.1:28394713-33593325
HG01252	2	ctg1	HG01252#2#CM088855.1:28339611-33537772
HG01255	1	ctg1	HG01255#1#CM086707.1:28387912-33538917
HG01255	2	ctg1	HG01255#2#CM086721.1:28434597-33610529
HG01258	1	ctg1	HG01258#1#CM088113.1:28436863-33569447
HG01258	2	ctg1	HG01258#2#JAGYYU020000010.1:28495340-33647216
HG01261	1	ctg1	HG01261#1#JBHDVG010000007.1:28479273-33732193
HG01261	2	ctg1	HG01261#2#JBHDVH010000044.1:28397284-33514117
HG01346	1	ctg1	HG01346#1#CM086588.1:28433990-33540363
HG01346	2	ctg1	HG01346#2#JBHDSS010000002.1:28289708-33434702
HG01358	1	ctg1	HG01358#1#CM089055.1:28447322-33645210
HG01358	2	ctg1	HG01358#2#CM089068.1:28448274-33504819
HG01361	1	ctg1	HG01361#1#CM089024.1:28417386-33535858
HG01361	2	ctg1	HG01361#2#CM089040.1:28439662-33687433
HG01433	1	ctg1	HG01433#1#CM086483.1:28472310-33714767
HG01433	2	ctg1	HG01433#2#CM086511.1:28432606-33680115
HG01496	1	ctg1	HG01496#1#CM086373.1:28374305-33527298
HG01496	2	ctg1	HG01496#2#CM086388.1:28388376-33615208
HG01530	1	ctg1	HG01530#1#CM087536.1:28292231-33446470
HG01530	2	ctg1	HG01530#2#CM087560.1:28372601-33566242
HG01784	1	ctg1	HG01784#1#CM087570.1:28443802-33693813
HG01784	2	ctg1	HG01784#2#CM087597.1:28389780-33578100
HG01786	1	ctg1	HG01786#1#CM089504.1:28430581-33555976
HG01786	2	ctg1	HG01786#2#JBHIIX010000001.1:28291277-33427374
HG01884	1	ctg1	HG01884#1#JBHDSB010000050.1:28364997-33565662
HG01884	2	ctg1	HG01884#2#CM086422.1:28486017-33727367
HG01891	1	ctg1	HG01891#1#JAGYVO020000076.1:2900811-8125517
HG01891	2	ctg1	HG01891#2#JAGYVN020000007.1:1681129-6883010
HG01928	1	ctg1	HG01928#1#CM088988.1:28420054-33667363
HG01928	2	ctg1	HG01928#2#CM089004.1:28358676-33609094
HG01934	1	ctg1	HG01934#1#CM088840.1:28381638-33543037
HG01934	2	ctg1	HG01934#2#CM088881.1:28393788-33621610
HG01940	1	ctg1	HG01940#1#CM088633.1:28416533-33550847
HG01940	2	ctg1	HG01940#2#JBHIHL010000009.1:28391811-33519262
HG01943	1	ctg1	HG01943#1#JBHIIK010000008.1:28388608-33634739
HG01943	2	ctg1	HG01943#2#JBHIIL010000059.1:28384336-33527821
HG01952	1	ctg1	HG01952#1#JAHAME020000003.1:28509779-33725990
HG01952	2	ctg1	HG01952#2#CM087999.1:28438146-33670995
HG01960	1	ctg1	HG01960#1#JBHIHM010000013.1:28299727-33553963
HG01960	2	ctg1	HG01960#2#JBHIHN010000011.1:28515170-33644789
HG01969	1	ctg1	HG01969#1#CM088687.1:28438493-33684979
HG01969	2	ctg1	HG01969#2#CM088699.1:28424697-33581502
HG01975	1	ctg1	HG01975#1#JBJUVS010000062.1:28446168-33791199
HG01975	2	ctg1	HG01975#2#CM099812.1:28391516-33619784
HG01978	1	ctg1	HG01978#1#CM089247.1:28385214-33602216
HG01978	2	ctg1	HG01978#2#CM089273.1:28354032-33630223
HG01981	1	ctg1	HG01981#1#JBHDRV010000009.1:28410315-33655950
HG01981	2	ctg1	HG01981#2#JBHDRW010000010.1:28410780-33681446
HG01993	1	ctg1	HG01993#1#JBHDSL010000047.1:28406826-33615858
HG01993	2	ctg1	HG01993#2#JBHDSM010000062.1:28431770-33594269
HG02004	1	ctg1	HG02004#1#JBHDRT010000003.1:28425702-33656904
HG02004	2	ctg1	HG02004#2#JBHDRU010000054.1:28359862-33635123
HG02015	1	ctg1	HG02015#1#CM085893.1:28402846-33586394
HG02015	2	ctg1	HG02015#2#CM085899.1:28383446-33717143
HG02027	1	ctg1	HG02027#1#JBHDTX010000002.1:1623368-6786940
HG02027	2	ctg1	HG02027#2#JBHDTY010000008.1:1623003-6755193
HG02040	1	ctg1	HG02040#1#CM087376.1:28407779-33615862
HG02040	2	ctg1	HG02040#2#CM087404.1:28421077-33661960
HG02055	1	ctg1	HG02055#1#JAHEPK020000065.1:28422841-33550861
HG02055	2	ctg1	HG02055#2#JAHEPJ020000062.1:28297948-33346879
HG02056	1	ctg1	HG02056#1#JBHDVC010000047.1:28415946-33618338
HG02056	2	ctg1	HG02056#2#JBHDVD010000050.1:28353386-33462193
HG02071	1	ctg1	HG02071#1#CM088260.1:28423541-33557862
HG02071	2	ctg1	HG02071#2#CM088283.1:28360932-33442152
HG02074	1	ctg1	HG02074#1#JBHIGK010000076.1:28344776-33475569
HG02074	2	ctg1	HG02074#2#JBHIGL010000008.1:28378730-33632643
HG02080	1	ctg1	HG02080#1#CM092061.1:28425542-33593192
HG02080	2	ctg1	HG02080#2#CM092047.1:28460929-33706794
HG02083	1	ctg1	HG02083#1#JBHDTV010000048.1:28371858-33537852
HG02083	2	ctg1	HG02083#2#CM086965.1:28472527-33711689
HG02109	1	ctg1	HG02109#1#CM092161.1:28294553-33395631
HG02109	2	ctg1	HG02109#2#CM092147.1:28420239-33580817
HG02129	1	ctg1	HG02129#1#CM085849.1:28352001-33545967
HG02129	2	ctg1	HG02129#2#CM085860.1:28366606-33493917
HG02132	1	ctg1	HG02132#1#CM086897.1:28372349-33619790
HG02132	2	ctg1	HG02132#2#CM086908.1:28367828-33688656
HG02135	1	ctg1	HG02135#1#CM088309.1:28410959-33520604
HG02135	2	ctg1	HG02135#2#CM088319.1:28377765-33615244
HG02145	1	ctg1	HG02145#1#CM099672.1:28303733-33469758
HG02145	2	ctg1	HG02145#2#CM099657.1:28376784-33593129
HG02148	1	ctg1	HG02148#1#JAHAMG020000062.1:28379085-33505835
HG02148	2	ctg1	HG02148#2#JAHAMF020000005.1:28427628-33536175
HG02155	1	ctg1	HG02155#1#JBIECB010000043.1:28423029-33561929
HG02155	2	ctg1	HG02155#2#CM091924.1:28362729-33591130
HG02165	1	ctg1	HG02165#1#CM087444.1:28424290-33561901
HG02165	2	ctg1	HG02165#2#JBHDWX010000045.1:28431174-33561779
HG02178	1	ctg1	HG02178#1#CM089925.1:28399752-33646110
HG02178	2	ctg1	HG02178#2#CM089938.1:28370915-33566694
HG02257	1	ctg1	HG02257#1#CM089221.1:28424772-33551966
HG02257	2	ctg1	HG02257#2#CM089260.1:28471160-33602067
HG02258	1	ctg1	HG02258#1#CM085826.1:28431405-33595237
HG02258	2	ctg1	HG02258#2#CM085837.1:28401788-33525465
HG02273	1	ctg1	HG02273#1#JBHDVQ010000050.1:28386453-33633535
HG02273	2	ctg1	HG02273#2#CM087034.1:28375859-33514787
HG02280	1	ctg1	HG02280#1#JBHDRR010000050.1:28462941-33680751
HG02280	2	ctg1	HG02280#2#JBHDRS010000063.1:28438025-33473174
HG02293	1	ctg1	HG02293#1#CM086249.1:28376541-33683950
HG02293	2	ctg1	HG02293#2#CM086237.1:28436443-33671517
HG02300	1	ctg1	HG02300#1#JBHDSD010000065.1:28384265-33632330
HG02300	2	ctg1	HG02300#2#JBHDSE010000015.1:28383936-33525808
HG02391	1	ctg1	HG02391#1#CM087584.1:28379784-33548956
HG02391	2	ctg1	HG02391#2#CM087613.1:28373481-33549853
HG02392	1	ctg1	HG02392#1#CM099882.1:28340512-33566823
HG02392	2	ctg1	HG02392#2#CM099892.1:28378060-33485526
HG02451	1	ctg1	HG02451#1#CM086202.1:28416438-33496141
HG02451	2	ctg1	HG02451#2#CM086226.1:28455260-33610103
HG02486	1	ctg1	HG02486#1#CM088195.1:28400032-33557891
HG02486	2	ctg1	HG02486#2#CM088219.1:28305765-33500079
HG02514	1	ctg1	HG02514#1#CM098732.1:28373958-33711051
HG02514	2	ctg1	HG02514#2#CM098748.1:28370171-33533737
HG02523	1	ctg1	HG02523#1#CM086922.1:28564085-33712113
HG02523	2	ctg1	HG02523#2#CM086938.1:28380315-33619374
HG02559	1	ctg1	HG02559#1#CM088234.1:28438650-33681676
HG02559	2	ctg1	HG02559#2#CM088248.1:28392101-33544670
HG02572	1	ctg1	HG02572#1#CM088155.1:28443542-33635020
HG02572	2	ctg1	HG02572#2#CM088173.1:28510650-33610925
HG02583	1	ctg1	HG02583#1#CM089490.1:28310454-33519991
HG02583	2	ctg1	HG02583#2#JBHIIV010000002.1:28450971-33556797
HG02602	1	ctg1	HG02602#1#CM099687.1:28473876-33718939
HG02602	2	ctg1	HG02602#2#CM099701.1:28378684-33507166
HG02615	1	ctg1	HG02615#1#JBHDSZ010000007.1:28292880-33505607
HG02615	2	ctg1	HG02615#2#JBHDTA010000044.1:28450215-33517590
HG02622	1	ctg1	HG02622#1#JAHAOO020000001.1:28509085-33851733
HG02622	2	ctg1	HG02622#2#CM088099.1:28439700-33655942
HG02630	1	ctg1	HG02630#1#CM091809.1:28389334-33629412
HG02630	2	ctg1	HG02630#2#CM091740.1:28323618-33574655
HG02647	1	ctg1	HG02647#1#CM086559.1:28392022-33525944
HG02647	2	ctg1	HG02647#2#JBHDSQ010000039.1:28453965-33628541
HG02668	1	ctg1	HG02668#1#JBHIIC010000010.1:28453356-33594908
HG02668	2	ctg1	HG02668#2#JBHIID010000047.1:28501762-33634486
HG02698	1	ctg1	HG02698#1#CM086825.1:28387663-33565022
HG02698	2	ctg1	HG02698#2#CM086846.1:28436213-33571880
HG02717	1	ctg1	HG02717#1#JAHAOS020000006.1:28453373-33608309
HG02717	2	ctg1	HG02717#2#JAHAOR020000010.1:28390930-33657668
HG02723	1	ctg1	HG02723#1#CM092031.1:28492941-33618283
HG02723	2	ctg1	HG02723#2#JAHEOT020000028.1:24121290-29433497
HG02735	1	ctg1	HG02735#1#JBHIII010000062.1:28453541-33709307
HG02735	2	ctg1	HG02735#2#JBHIIJ010000060.1:28392355-33560534
HG02738	1	ctg1	HG02738#1#JBJXQJ010000012.1:28448720-33571060
HG02738	2	ctg1	HG02738#2#JBJXQK010000005.1:28378589-33465078
HG02809	1	ctg1	HG02809#1#CM088345.1:28415797-33540379
HG02809	2	ctg1	HG02809#2#CM088363.1:28447535-33684835
HG02818	1	ctg1	HG02818#1#JAHEOS020000050.1:28390726-33610396
HG02818	2	ctg1	HG02818#2#JAHEOR020000002.1:28395424-33521433
HG02841	1	ctg1	HG02841#1#JBJKOG010000054.1:28472700-33602015
HG02841	2	ctg1	HG02841#2#JBJKOH010000051.1:28480911-33779808
HG02886	1	ctg1	HG02886#1#CM088086.1:28449049-33579727
HG02886	2	ctg1	HG02886#2#CM088127.1:28408235-33704386
HG02922	1	ctg1	HG02922#1#JBHDVO010000050.1:28463778-33607859
HG02922	2	ctg1	HG02922#2#JBHDVP010000048.1:28393533-33529937
HG02965	1	ctg1	HG02965#1#CM087346.1:28413853-33616010
HG02965	2	ctg1	HG02965#2#CM087389.1:28497212-33562374
HG02976	1	ctg1	HG02976#1#JBHDVW010000052.1:28458918-33596444
HG02976	2	ctg1	HG02976#2#JBHDVX010000061.1:28449910-33601091
HG02984	1	ctg1	HG02984#1#CM098791.1:28424082-33554288
HG02984	2	ctg1	HG02984#2#CM098805.1:28288416-33435352
HG03017	1	ctg1	HG03017#1#CM088912.1:28366322-33354914
HG03017	2	ctg1	HG03017#2#CM088928.1:28386890-33518406
HG03041	1	ctg1	HG03041#1#JBHIHQ010000010.1:28523162-33664914
HG03041	2	ctg1	HG03041#2#JBHIHR010000035.1:28469379-33626082
HG03050	1	ctg1	HG03050#1#CM098763.1:28357910-33541888
HG03050	2	ctg1	HG03050#2#CM098777.1:28436251-33634749
HG03098	1	ctg1	HG03098#1#CM092231.1:28431361-33758681
HG03098	2	ctg1	HG03098#2#CM092219.1:28417176-33625650
HG03130	1	ctg1	HG03130#1#JBHDWI010000052.1:28368259-33497302
HG03130	2	ctg1	HG03130#2#JBHDWJ010000015.1:28300492-33501344
HG03139	1	ctg1	HG03139#1#JBIEBX010000038.1:1708286-6750584
HG03139	2	ctg1	HG03139#2#JBIEBY010000006.1:1675799-6810645
HG03195	1	ctg1	HG03195#1#JBHDVU010000053.1:28475373-33604548
HG03195	2	ctg1	HG03195#2#JBHDVV010000014.1:28451324-33606358
HG03209	1	ctg1	HG03209#1#CM087213.1:28462168-33702122
HG03209	2	ctg1	HG03209#2#CM087231.1:28521401-33595827
HG03225	1	ctg1	HG03225#1#CM089301.1:28387857-33521155
HG03225	2	ctg1	HG03225#2#CM089317.1:28460302-33665041
HG03239	1	ctg1	HG03239#1#CM088748.1:28379983-33543593
HG03239	2	ctg1	HG03239#2#CM088761.1:28289569-33563315
HG03270	1	ctg1	HG03270#1#CM089901.1:28457303-33619918
HG03270	2	ctg1	HG03270#2#CM089913.1:28461664-33600109
HG03369	1	ctg1	HG03369#1#CM094384.1:28448143-33595830
HG03369	2	ctg1	HG03369#2#CM094359.1:28412805-33626591
HG03453	1	ctg1	HG03453#1#JAGYVW020000075.1:28403120-33611389
HG03453	2	ctg1	HG03453#2#JAGYVV020000081.1:28470880-33567163
HG03470	1	ctg1	HG03470#1#CM091822.1:28475508-33736647
HG03470	2	ctg1	HG03470#2#CM091870.1:28404010-33497478
HG03471	1	ctg1	HG03471#1#CM087523.1:28468339-33683868
HG03471	2	ctg1	HG03471#2#CM087546.1:28512656-33707046
HG03486	1	ctg1	HG03486#1#CM091974.1:28459101-33585338
HG03486	2	ctg1	HG03486#2#CM091960.1:28459830-33596099
