gene	split	method	n	family_clusters	accuracy	accuracy_ci_low	accuracy_ci_high	difference_vs_sampled_gene_sequence	difference_ci_low	difference_ci_high	replicates	seed	scope
HLA-A	leave_family_out	gene_content	726	367	0.06611570247933884	0.046511627906976744	0.08599352561333302	-0.6859504132231405	-0.7226112678750777	-0.6495777520585893	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-A	leave_family_out	gene_sequence	726	367	0.7520661157024794	0.7178762256890517	0.7841549894564995	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-B	leave_cohort_out	coding_sequence	741	367	0.7705802968960864	0.7395959115651803	0.8005494975234692	-0.06882591093117409	-0.09746572665993683	-0.040427196584598146	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-B	leave_cohort_out	coding_sequence_all_31mers	741	367	0.8839406207827261	0.8592886102931482	0.9057693387420518	0.044534412955465584	0.03116531165311653	0.06002860567159122	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-B	leave_cohort_out	flanks_only	741	367	0.5614035087719298	0.5217376575939673	0.5989228465159145	-0.27800269905533065	-0.3123344970355767	-0.2441960579205513	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-B	leave_cohort_out	gene_bundles_fixed_panel	741	367	0.30634278002699056	0.2738255033557047	0.3409711254737042	-0.5330634278002699	-0.5700855977271072	-0.49389416553595655	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-B	leave_cohort_out	gene_content	741	367	0.0310391363022942	0.01881720430107527	0.044534412955465584	-0.8083670715249662	-0.8378016085790885	-0.7762619372442019	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-B	leave_cohort_out	gene_sequence	741	367	0.8394062078272605	0.8093861761447394	0.8660495571886188	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-B	leave_family_out	coding_sequence	741	367	0.8218623481781376	0.7951153324287653	0.8496019532159851	-0.10256410256410256	-0.1302622264173205	-0.07315597954366648	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-B	leave_family_out	coding_sequence_all_31mers	741	367	0.9635627530364372	0.9474393530997305	0.9769342956319658	0.03913630229419703	0.025503355704697986	0.05369307931009597	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-B	leave_family_out	flanks_only	741	367	0.659919028340081	0.6241481682496608	0.6957193225924969	-0.26450742240215924	-0.2969024494751125	-0.23087427109693037	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-B	leave_family_out	gene_bundles_fixed_panel	741	367	0.33468286099865047	0.2981029810298103	0.3719676549865229	-0.5897435897435898	-0.6286491916643305	-0.5496512440592676	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-B	leave_family_out	gene_content	741	367	0.014844804318488529	0.006747638326585695	0.024291497975708502	-0.9095816464237517	-0.9299191374663073	-0.8878375143269125	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-B	leave_family_out	gene_sequence	741	367	0.9244264507422402	0.9035293274918663	0.9438594528720579	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-C	leave_cohort_out	coding_sequence	739	367	0.6725304465493911	0.6359945872801083	0.7073850614071132	-0.2368064952638701	-0.2676654564623426	-0.205127345844504	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-C	leave_cohort_out	coding_sequence_all_31mers	739	367	0.952638700947226	0.9363983868187802	0.96875	0.04330175913396482	0.029769959404600813	0.05753621962906589	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-C	leave_cohort_out	flanks_only	739	367	0.7198917456021651	0.6879981004070556	0.7526745194392254	-0.18944519621109607	-0.21951219512195122	-0.1589651691385616	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-C	leave_cohort_out	gene_bundles_fixed_panel	739	367	0.36265223274695535	0.3274689559186915	0.3989147011816683	-0.5466847090663058	-0.5826585143416413	-0.5092968863077146	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-C	leave_cohort_out	gene_content	739	367	0.035182679296346414	0.021738393015161346	0.050343569897263116	-0.8741542625169147	-0.9000066489361702	-0.8478209109730849	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-C	leave_cohort_out	gene_sequence	739	367	0.9093369418132612	0.8873779516086437	0.930298106499786	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-C	leave_family_out	coding_sequence	739	367	0.713125845737483	0.6757465683344274	0.7466730506155951	-0.2354533152909337	-0.2685715803641	-0.20272108843537415	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-C	leave_family_out	coding_sequence_all_31mers	739	367	0.9905277401894452	0.9824797843665768	0.9972826086956522	0.04194857916102842	0.028532608695652172	0.05607508597875142	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-C	leave_family_out	flanks_only	739	367	0.8146143437077131	0.7875153337603266	0.8416796507946471	-0.13396481732070364	-0.16194331983805668	-0.10597826086956522	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-C	leave_family_out	gene_bundles_fixed_panel	739	367	0.34776725304465494	0.3120738116452664	0.3838825155148252	-0.6008119079837618	-0.6372312485291521	-0.5642384105960265	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-C	leave_family_out	gene_content	739	367	0.02029769959404601	0.01084010840108401	0.030790857801177896	-0.9282814614343707	-0.9458764533901632	-0.9082290184921764	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-C	leave_family_out	gene_sequence	739	367	0.9485791610284168	0.9327937484041194	0.9634653750502871	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPA1	leave_cohort_out	classII_bundles_fixed_panel	735	367	0.3251700680272109	0.290973682150605	0.36092924254005637	-0.6448979591836734	-0.6808219178082192	-0.6068953708077468	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPA1	leave_cohort_out	coding_sequence	735	367	0.9945578231292517	0.989010989010989	0.9986541502047787	0.024489795918367346	0.012295081967213115	0.037889039242219216	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPA1	leave_cohort_out	coding_sequence_all_31mers	735	367	0.9945578231292517	0.989010989010989	0.9986541502047787	0.024489795918367346	0.012295081967213115	0.037889039242219216	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPA1	leave_cohort_out	flanks_only	735	367	0.9700680272108844	0.9561643835616438	0.9836065573770492	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPA1	leave_cohort_out	gene_bundles_fixed_panel	735	367	0.3945578231292517	0.35557821546442997	0.43170326977904483	-0.5755102040816327	-0.614247311827957	-0.5376171328964976	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPA1	leave_cohort_out	gene_content	735	367	0.061224489795918366	0.04477611940298507	0.07994851132364783	-0.908843537414966	-0.9301075268817204	-0.8863320944630841	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPA1	leave_cohort_out	gene_sequence	735	367	0.9700680272108844	0.9561643835616438	0.9836065573770492	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPA1	leave_family_out	classII_bundles_fixed_panel	735	367	0.3115646258503401	0.27983539094650206	0.3452613200478634	-0.6857142857142857	-0.7174255694226893	-0.6525885558583107	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPA1	leave_family_out	coding_sequence	735	367	0.998639455782313	0.9958677685950413	1.0	0.0013605442176870747	0.0	0.00411522633744856	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPA1	leave_family_out	coding_sequence_all_31mers	735	367	0.998639455782313	0.9958677685950413	1.0	0.0013605442176870747	0.0	0.00411522633744856	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPA1	leave_family_out	flanks_only	735	367	0.9972789115646259	0.9931506849315068	1.0	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPA1	leave_family_out	gene_bundles_fixed_panel	735	367	0.4217687074829932	0.38440596490462264	0.460058442355093	-0.5755102040816327	-0.6130790190735694	-0.5375359747631385	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPA1	leave_family_out	gene_content	735	367	0.05170068027210884	0.036683538213084774	0.06831068942286098	-0.9455782312925171	-0.9618021196159264	-0.9273972602739726	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPA1	leave_family_out	gene_sequence	735	367	0.9972789115646259	0.9931506849315068	1.0	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPB1	leave_cohort_out	classII_bundles_fixed_panel	738	367	0.13956639566395665	0.11451216724657767	0.1691537818792194	-0.6747967479674797	-0.7150657734514765	-0.6326530612244898	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPB1	leave_cohort_out	coding_sequence	738	367	0.44037940379403795	0.4040802629776743	0.47862002778722507	-0.37398373983739835	-0.4091536362873723	-0.3400802914544426	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPB1	leave_cohort_out	coding_sequence_all_31mers	738	367	0.9336043360433605	0.9154357380261314	0.9499323410013532	0.11924119241192412	0.09672695508721199	0.14344698290896404	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPB1	leave_cohort_out	flanks_only	738	367	0.3238482384823848	0.28897849462365593	0.3587691831445838	-0.4905149051490515	-0.529331514324693	-0.45230954424993475	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPB1	leave_cohort_out	gene_bundles_fixed_panel	738	367	0.14905149051490515	0.12400974527833895	0.17766037973597082	-0.6653116531165312	-0.7019107348002829	-0.626193402227365	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPB1	leave_cohort_out	gene_content	738	367	0.023035230352303523	0.012195121951219513	0.035520340427440504	-0.7913279132791328	-0.8220108695652174	-0.7605923168963423	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPB1	leave_cohort_out	gene_sequence	738	367	0.8143631436314364	0.7860033180065013	0.8430437804350427	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPB1	leave_family_out	classII_bundles_fixed_panel	738	367	0.13414634146341464	0.11171662125340599	0.15957555658761718	-0.7249322493224932	-0.7617781750100624	-0.6874112486490905	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPB1	leave_family_out	coding_sequence	738	367	0.3956639566395664	0.3611850620019838	0.4314843442993675	-0.4634146341463415	-0.4986413043478261	-0.42526747601654635	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPB1	leave_family_out	coding_sequence_all_31mers	738	367	0.978319783197832	0.9678251707626858	0.987871028067897	0.11924119241192412	0.094909100397744	0.14439026593438356	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPB1	leave_family_out	flanks_only	738	367	0.2046070460704607	0.17479674796747968	0.2344235772357723	-0.6544715447154471	-0.6925170068027211	-0.61661459758166	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPB1	leave_family_out	gene_bundles_fixed_panel	738	367	0.17208672086720866	0.14323850329008514	0.20380434782608695	-0.6869918699186992	-0.7218471310942176	-0.6495956873315364	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPB1	leave_family_out	gene_content	738	367	0.009485094850948509	0.0026916995904426983	0.018594779759466794	-0.8495934959349594	-0.8767160361095149	-0.8224277053118829	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DPB1	leave_family_out	gene_sequence	738	367	0.8590785907859079	0.8331071449121759	0.8855624756714674	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQA1	leave_cohort_out	classII_bundles_fixed_panel	738	367	0.8997289972899729	0.8767072722257975	0.920656634746922	-0.06910569105691057	-0.09239130434782608	-0.04755112598680337	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQA1	leave_cohort_out	coding_sequence	738	367	0.9498644986449865	0.9339600361571563	0.9648648648648649	-0.018970189701897018	-0.03518506618096625	-0.0013567145843265253	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQA1	leave_cohort_out	coding_sequence_all_31mers	738	367	0.9905149051490515	0.9835616438356164	0.9972790039929016	0.02168021680216802	0.010737895172463428	0.03421371719935324	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQA1	leave_cohort_out	flanks_only	738	367	0.8780487804878049	0.8527422103146556	0.9028727770177839	-0.09078590785907859	-0.11248957383931285	-0.06919711310410256	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQA1	leave_cohort_out	gene_bundles_fixed_panel	738	367	0.8306233062330624	0.8021337045509713	0.8571476639107863	-0.13821138211382114	-0.16304347826086957	-0.11501756727488806	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQA1	leave_cohort_out	gene_content	738	367	0.06910569105691057	0.05141048578252854	0.08892002610609842	-0.8997289972899729	-0.9209836141541086	-0.8758526603001364	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQA1	leave_cohort_out	gene_sequence	738	367	0.9688346883468835	0.9541160593792173	0.9810823559408465	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQA1	leave_family_out	classII_bundles_fixed_panel	738	367	0.94579945799458	0.9279869989696407	0.9620081411126187	-0.03523035230352303	-0.05100842534459118	-0.0215032171697543	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQA1	leave_family_out	coding_sequence	738	367	0.9051490514905149	0.883939099798677	0.9246652432301108	-0.07588075880758807	-0.0958904109589041	-0.05760922801506479	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQA1	leave_family_out	coding_sequence_all_31mers	738	367	0.9959349593495935	0.9905529871977241	1.0	0.014905149051490514	0.005427408412483039	0.025607332918653667	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQA1	leave_family_out	flanks_only	738	367	0.8794037940379403	0.854276708825715	0.9024423248292023	-0.1016260162601626	-0.12567567567567567	-0.08048565674564508	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQA1	leave_family_out	gene_bundles_fixed_panel	738	367	0.8441734417344173	0.818416319647265	0.8686791973231781	-0.13685636856368563	-0.1619047619047619	-0.11363403183683622	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQA1	leave_family_out	gene_content	738	367	0.07588075880758807	0.057562854156351435	0.09713147484009314	-0.9051490514905149	-0.9264404864757094	-0.8823529411764706	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQA1	leave_family_out	gene_sequence	738	367	0.981029810298103	0.9692923898531375	0.9905152260250614	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQB1	leave_cohort_out	classII_bundles_fixed_panel	733	367	0.8758526603001364	0.8474091016419986	0.9019132923274722	-0.09822646657571624	-0.12380952380952381	-0.07516700590457329	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQB1	leave_cohort_out	coding_sequence	733	367	0.9727148703956344	0.9607046070460704	0.9835616438356164	-0.001364256480218281	-0.004120879120879121	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQB1	leave_cohort_out	coding_sequence_all_31mers	733	367	0.9740791268758526	0.9620583336091163	0.9849108367626886	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQB1	leave_cohort_out	flanks_only	733	367	0.8567530695770805	0.8312804929399545	0.881881061440813	-0.11732605729877217	-0.14035450195737276	-0.09349277203868116	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQB1	leave_cohort_out	gene_bundles_fixed_panel	733	367	0.732605729877217	0.7001322930800543	0.7661320996742962	-0.24147339699863574	-0.27334874095026185	-0.2087897096082635	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQB1	leave_cohort_out	gene_content	733	367	0.0723055934515689	0.053349751070843894	0.09178396940827177	-0.9017735334242838	-0.9229763511384155	-0.879116722342307	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQB1	leave_cohort_out	gene_sequence	733	367	0.9740791268758526	0.9620583336091163	0.9849108367626886	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQB1	leave_family_out	classII_bundles_fixed_panel	733	367	0.9386084583901774	0.9196157870867734	0.9556481341347401	-0.0572987721691678	-0.07513661202185792	-0.040814940106477376	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQB1	leave_family_out	coding_sequence	733	367	0.9931787175989086	0.9863201094391245	0.9986320109439124	-0.002728512960436562	-0.0068775790921595595	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQB1	leave_family_out	coding_sequence_all_31mers	733	367	0.9959072305593452	0.9904371584699454	1.0	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQB1	leave_family_out	flanks_only	733	367	0.8021828103683493	0.7722877682897389	0.8331034954478984	-0.1937244201909959	-0.2235776539864164	-0.16238071986220826	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQB1	leave_family_out	gene_bundles_fixed_panel	733	367	0.645293315143247	0.6102801415748349	0.6807654319834047	-0.3506139154160982	-0.3848329353328876	-0.3155737704918033	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQB1	leave_family_out	gene_content	733	367	0.07366984993178717	0.05473915060481919	0.09241952457013997	-0.922237380627558	-0.941583982079906	-0.9028694507430243	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DQB1	leave_family_out	gene_sequence	733	367	0.9959072305593452	0.9904371584699454	1.0	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB1	leave_cohort_out	classII_bundles_fixed_panel	712	366	0.7401685393258427	0.7061240288364582	0.772475084110963	-0.16573033707865167	-0.1969122003770536	-0.13539720693696738	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB1	leave_cohort_out	coding_sequence	712	366	0.8258426966292135	0.7963483146067416	0.8544942354344479	-0.0800561797752809	-0.11126760563380282	-0.04901448026909511	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB1	leave_cohort_out	coding_sequence_all_31mers	712	366	0.9550561797752809	0.9386331938633193	0.9691444600280504	0.04915730337078652	0.0340897001934236	0.06506364922206506	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB1	leave_cohort_out	flanks_only	712	366	0.6924157303370787	0.6555078935339826	0.726890756302521	-0.21348314606741572	-0.24717631826741995	-0.1819431978458777	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB1	leave_cohort_out	gene_bundles_fixed_panel	712	366	0.45224719101123595	0.4129190956388197	0.4916451853675803	-0.45365168539325845	-0.49240889284434636	-0.4136416062610788	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB1	leave_cohort_out	gene_content	712	366	0.060393258426966294	0.04269757231404959	0.0796159602628622	-0.8455056179775281	-0.8709231297185999	-0.8179169019170496	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB1	leave_cohort_out	gene_sequence	712	366	0.9058988764044944	0.8847168427230047	0.9261852762796579	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB1	leave_family_out	classII_bundles_fixed_panel	712	366	0.8370786516853933	0.810540571692024	0.8648285181733458	-0.12359550561797752	-0.15118303785995796	-0.09690213227783456	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB1	leave_family_out	coding_sequence	712	366	0.8328651685393258	0.8019324811587923	0.8617329762589531	-0.12780898876404495	-0.15774647887323945	-0.09900954586132932	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB1	leave_family_out	coding_sequence_all_31mers	712	366	0.9887640449438202	0.9791652158774373	0.9971590909090909	0.028089887640449437	0.016783216783216783	0.04017039478500069	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB1	leave_family_out	flanks_only	712	366	0.7078651685393258	0.6712611021749773	0.7412107934259833	-0.25280898876404495	-0.2861202514954268	-0.2203626220362622	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB1	leave_family_out	gene_bundles_fixed_panel	712	366	0.4241573033707865	0.3847116046831956	0.4620869690812016	-0.5365168539325843	-0.5752174270715357	-0.4992926858221282	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB1	leave_family_out	gene_content	712	366	0.06179775280898876	0.045133991537376586	0.08017159921554644	-0.898876404494382	-0.9201159728671691	-0.8755302618173906	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB1	leave_family_out	gene_sequence	712	366	0.9606741573033708	0.9461756373937678	0.9745771676507853	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB3	leave_cohort_out	classII_bundles_fixed_panel	302	225	0.9403973509933775	0.9113891649025792	0.9672131147540983	-0.029801324503311258	-0.06000316455696202	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB3	leave_cohort_out	coding_sequence	302	225	0.9867549668874173	0.9694889311656867	1.0	0.016556291390728478	0.003236245954692557	0.036544850498338874	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB3	leave_cohort_out	coding_sequence_all_31mers	302	225	0.9867549668874173	0.9694889311656867	1.0	0.016556291390728478	0.003236245954692557	0.036544850498338874	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB3	leave_cohort_out	flanks_only	302	225	0.9437086092715232	0.9158567879441666	0.9694941021530005	-0.026490066225165563	-0.0472972972972973	-0.006644518272425249	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB3	leave_cohort_out	gene_bundles_fixed_panel	302	225	0.5894039735099338	0.5280482064599902	0.6511951963400685	-0.38079470198675497	-0.44295411319764777	-0.32203099605293706	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB3	leave_cohort_out	gene_content	302	225	0.09933774834437085	0.06528317043780962	0.13400896542827645	-0.8708609271523179	-0.9105960264900662	-0.8293515358361775	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB3	leave_cohort_out	gene_sequence	302	225	0.9701986754966887	0.9448051948051948	0.9901647380263581	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB3	leave_family_out	classII_bundles_fixed_panel	302	225	0.9635761589403974	0.9395973154362416	0.9831081081081081	0.019867549668874173	-0.013379048730668223	0.05484231238221925	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
